时间：0.0s;	dt=1.0s;
ID:MTG_HH_GD02a|流量：3.663 m3/s|流速：1.649 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：6.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.360 m3/s|流速：2.698 m/s|
ID:MTG_QS_GD05a|流量：5.360 m3/s|流速：2.698 m/s|
ID:MTG_QS_GD06|流量：2.580 m3/s|流速：1.298 m/s|
ID:MTG_QS_GD07|流量：2.580 m3/s|流速：1.298 m/s|
ID:MTG_QS_GD08|流量：2.580 m3/s|流速：1.298 m/s|
ID:MTG_QS_GD09|流量：2.580 m3/s|流速：1.298 m/s|
ID:MTG_QS_GD010|流量：4.353 m3/s|流速：2.191 m/s|
ID:MTG_QS_GD011|流量：4.353 m3/s|流速：2.191 m/s|
ID:MTG_HH_GD01|流量：4.353 m3/s|流速：1.960 m/s|
ID:MTG_HH_GD02|流量：4.353 m3/s|流速：1.960 m/s|
ID:MTG_HH_GD01a|流量：4.294 m3/s|流速：1.933 m/s|
ID:MTG_HH_GD02a|流量：4.294 m3/s|流速：1.933 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：7.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.488 m3/s|流速：2.762 m/s|
ID:MTG_QS_GD05a|流量：5.488 m3/s|流速：2.762 m/s|
ID:MTG_QS_GD06|流量：2.663 m3/s|流速：1.340 m/s|
ID:MTG_QS_GD07|流量：2.663 m3/s|流速：1.340 m/s|
ID:MTG_QS_GD08|流量：2.663 m3/s|流速：1.340 m/s|
ID:MTG_QS_GD09|流量：2.663 m3/s|流速：1.340 m/s|
ID:MTG_QS_GD010|流量：4.568 m3/s|流速：2.299 m/s|
ID:MTG_QS_GD011|流量：4.568 m3/s|流速：2.299 m/s|
ID:MTG_HH_GD01|流量：4.568 m3/s|流速：2.056 m/s|
ID:MTG_HH_GD02|流量：4.568 m3/s|流速：2.056 m/s|
ID:MTG_HH_GD01a|流量：4.369 m3/s|流速：1.967 m/s|
ID:MTG_HH_GD02a|流量：4.369 m3/s|流速：1.967 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：8.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.588 m3/s|流速：2.812 m/s|
ID:MTG_QS_GD05a|流量：5.588 m3/s|流速：2.812 m/s|
ID:MTG_QS_GD06|流量：2.728 m3/s|流速：1.373 m/s|
ID:MTG_QS_GD07|流量：2.728 m3/s|流速：1.373 m/s|
ID:MTG_QS_GD08|流量：2.728 m3/s|流速：1.373 m/s|
ID:MTG_QS_GD09|流量：2.728 m3/s|流速：1.373 m/s|
ID:MTG_QS_GD010|流量：4.760 m3/s|流速：2.396 m/s|
ID:MTG_QS_GD011|流量：4.760 m3/s|流速：2.396 m/s|
ID:MTG_HH_GD01|流量：4.760 m3/s|流速：2.143 m/s|
ID:MTG_HH_GD02|流量：4.760 m3/s|流速：2.143 m/s|
ID:MTG_HH_GD01a|流量：4.611 m3/s|流速：2.076 m/s|
ID:MTG_HH_GD02a|流量：4.611 m3/s|流速：2.076 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：9.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.667 m3/s|流速：2.852 m/s|
ID:MTG_QS_GD05a|流量：5.667 m3/s|流速：2.852 m/s|
ID:MTG_QS_GD06|流量：2.780 m3/s|流速：1.399 m/s|
ID:MTG_QS_GD07|流量：2.780 m3/s|流速：1.399 m/s|
ID:MTG_QS_GD08|流量：2.780 m3/s|流速：1.399 m/s|
ID:MTG_QS_GD09|流量：2.780 m3/s|流速：1.399 m/s|
ID:MTG_QS_GD010|流量：4.931 m3/s|流速：2.482 m/s|
ID:MTG_QS_GD011|流量：4.931 m3/s|流速：2.482 m/s|
ID:MTG_HH_GD01|流量：4.931 m3/s|流速：2.220 m/s|
ID:MTG_HH_GD02|流量：4.931 m3/s|流速：2.220 m/s|
ID:MTG_HH_GD01a|流量：4.785 m3/s|流速：2.154 m/s|
ID:MTG_HH_GD02a|流量：4.785 m3/s|流速：2.154 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：10.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.730 m3/s|流速：2.884 m/s|
ID:MTG_QS_GD05a|流量：5.730 m3/s|流速：2.884 m/s|
ID:MTG_QS_GD06|流量：2.821 m3/s|流速：1.420 m/s|
ID:MTG_QS_GD07|流量：2.821 m3/s|流速：1.420 m/s|
ID:MTG_QS_GD08|流量：2.821 m3/s|流速：1.420 m/s|
ID:MTG_QS_GD09|流量：2.821 m3/s|流速：1.420 m/s|
ID:MTG_QS_GD010|流量：5.080 m3/s|流速：2.557 m/s|
ID:MTG_QS_GD011|流量：5.080 m3/s|流速：2.557 m/s|
ID:MTG_HH_GD01|流量：5.080 m3/s|流速：2.287 m/s|
ID:MTG_HH_GD02|流量：5.080 m3/s|流速：2.287 m/s|
ID:MTG_HH_GD01a|流量：4.948 m3/s|流速：2.228 m/s|
ID:MTG_HH_GD02a|流量：4.948 m3/s|流速：2.228 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：11.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.781 m3/s|流速：2.910 m/s|
ID:MTG_QS_GD05a|流量：5.781 m3/s|流速：2.910 m/s|
ID:MTG_QS_GD06|流量：2.855 m3/s|流速：1.437 m/s|
ID:MTG_QS_GD07|流量：2.855 m3/s|流速：1.437 m/s|
ID:MTG_QS_GD08|流量：2.855 m3/s|流速：1.437 m/s|
ID:MTG_QS_GD09|流量：2.855 m3/s|流速：1.437 m/s|
ID:MTG_QS_GD010|流量：5.209 m3/s|流速：2.622 m/s|
ID:MTG_QS_GD011|流量：5.209 m3/s|流速：2.622 m/s|
ID:MTG_HH_GD01|流量：5.209 m3/s|流速：2.345 m/s|
ID:MTG_HH_GD02|流量：5.209 m3/s|流速：2.345 m/s|
ID:MTG_HH_GD01a|流量：5.091 m3/s|流速：2.292 m/s|
ID:MTG_HH_GD02a|流量：5.091 m3/s|流速：2.292 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：12.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.822 m3/s|流速：2.930 m/s|
ID:MTG_QS_GD05a|流量：5.822 m3/s|流速：2.930 m/s|
ID:MTG_QS_GD06|流量：2.882 m3/s|流速：1.450 m/s|
ID:MTG_QS_GD07|流量：2.882 m3/s|流速：1.450 m/s|
ID:MTG_QS_GD08|流量：2.882 m3/s|流速：1.450 m/s|
ID:MTG_QS_GD09|流量：2.882 m3/s|流速：1.450 m/s|
ID:MTG_QS_GD010|流量：5.322 m3/s|流速：2.679 m/s|
ID:MTG_QS_GD011|流量：5.322 m3/s|流速：2.679 m/s|
ID:MTG_HH_GD01|流量：5.322 m3/s|流速：2.396 m/s|
ID:MTG_HH_GD02|流量：5.322 m3/s|流速：2.396 m/s|
ID:MTG_HH_GD01a|流量：5.216 m3/s|流速：2.348 m/s|
ID:MTG_HH_GD02a|流量：5.216 m3/s|流速：2.348 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：13.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.855 m3/s|流速：2.947 m/s|
ID:MTG_QS_GD05a|流量：5.855 m3/s|流速：2.947 m/s|
ID:MTG_QS_GD06|流量：2.904 m3/s|流速：1.461 m/s|
ID:MTG_QS_GD07|流量：2.904 m3/s|流速：1.461 m/s|
ID:MTG_QS_GD08|流量：2.904 m3/s|流速：1.461 m/s|
ID:MTG_QS_GD09|流量：2.904 m3/s|流速：1.461 m/s|
ID:MTG_QS_GD010|流量：5.419 m3/s|流速：2.728 m/s|
ID:MTG_QS_GD011|流量：5.419 m3/s|流速：2.728 m/s|
ID:MTG_HH_GD01|流量：5.419 m3/s|流速：2.440 m/s|
ID:MTG_HH_GD02|流量：5.419 m3/s|流速：2.440 m/s|
ID:MTG_HH_GD01a|流量：5.326 m3/s|流速：2.397 m/s|
ID:MTG_HH_GD02a|流量：5.326 m3/s|流速：2.397 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：14.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.882 m3/s|流速：2.960 m/s|
ID:MTG_QS_GD05a|流量：5.882 m3/s|流速：2.960 m/s|
ID:MTG_QS_GD06|流量：2.921 m3/s|流速：1.470 m/s|
ID:MTG_QS_GD07|流量：2.921 m3/s|流速：1.470 m/s|
ID:MTG_QS_GD08|流量：2.921 m3/s|流速：1.470 m/s|
ID:MTG_QS_GD09|流量：2.921 m3/s|流速：1.470 m/s|
ID:MTG_QS_GD010|流量：5.504 m3/s|流速：2.770 m/s|
ID:MTG_QS_GD011|流量：5.504 m3/s|流速：2.770 m/s|
ID:MTG_HH_GD01|流量：5.504 m3/s|流速：2.478 m/s|
ID:MTG_HH_GD02|流量：5.504 m3/s|流速：2.478 m/s|
ID:MTG_HH_GD01a|流量：5.421 m3/s|流速：2.440 m/s|
ID:MTG_HH_GD02a|流量：5.421 m3/s|流速：2.440 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：15.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.903 m3/s|流速：2.971 m/s|
ID:MTG_QS_GD05a|流量：5.903 m3/s|流速：2.971 m/s|
ID:MTG_QS_GD06|流量：2.936 m3/s|流速：1.478 m/s|
ID:MTG_QS_GD07|流量：2.936 m3/s|流速：1.478 m/s|
ID:MTG_QS_GD08|流量：2.936 m3/s|流速：1.478 m/s|
ID:MTG_QS_GD09|流量：2.936 m3/s|流速：1.478 m/s|
ID:MTG_QS_GD010|流量：5.576 m3/s|流速：2.806 m/s|
ID:MTG_QS_GD011|流量：5.576 m3/s|流速：2.806 m/s|
ID:MTG_HH_GD01|流量：5.576 m3/s|流速：2.510 m/s|
ID:MTG_HH_GD02|流量：5.576 m3/s|流速：2.510 m/s|
ID:MTG_HH_GD01a|流量：5.504 m3/s|流速：2.477 m/s|
ID:MTG_HH_GD02a|流量：5.504 m3/s|流速：2.477 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：16.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.921 m3/s|流速：2.980 m/s|
ID:MTG_QS_GD05a|流量：5.921 m3/s|流速：2.980 m/s|
ID:MTG_QS_GD06|流量：2.947 m3/s|流速：1.483 m/s|
ID:MTG_QS_GD07|流量：2.947 m3/s|流速：1.483 m/s|
ID:MTG_QS_GD08|流量：2.947 m3/s|流速：1.483 m/s|
ID:MTG_QS_GD09|流量：2.947 m3/s|流速：1.483 m/s|
ID:MTG_QS_GD010|流量：5.639 m3/s|流速：2.838 m/s|
ID:MTG_QS_GD011|流量：5.639 m3/s|流速：2.838 m/s|
ID:MTG_HH_GD01|流量：5.639 m3/s|流速：2.538 m/s|
ID:MTG_HH_GD02|流量：5.639 m3/s|流速：2.538 m/s|
ID:MTG_HH_GD01a|流量：5.575 m3/s|流速：2.510 m/s|
ID:MTG_HH_GD02a|流量：5.575 m3/s|流速：2.510 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：17.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.935 m3/s|流速：2.987 m/s|
ID:MTG_QS_GD05a|流量：5.935 m3/s|流速：2.987 m/s|
ID:MTG_QS_GD06|流量：2.957 m3/s|流速：1.488 m/s|
ID:MTG_QS_GD07|流量：2.957 m3/s|流速：1.488 m/s|
ID:MTG_QS_GD08|流量：2.957 m3/s|流速：1.488 m/s|
ID:MTG_QS_GD09|流量：2.957 m3/s|流速：1.488 m/s|
ID:MTG_QS_GD010|流量：5.692 m3/s|流速：2.865 m/s|
ID:MTG_QS_GD011|流量：5.692 m3/s|流速：2.865 m/s|
ID:MTG_HH_GD01|流量：5.692 m3/s|流速：2.562 m/s|
ID:MTG_HH_GD02|流量：5.692 m3/s|流速：2.562 m/s|
ID:MTG_HH_GD01a|流量：5.637 m3/s|流速：2.538 m/s|
ID:MTG_HH_GD02a|流量：5.637 m3/s|流速：2.538 m/s|
ID:MTG_HH_GD03|流量：0.000 m3/s|流速：0.000 m/s|
ID:MTG_HH_GD04|流量：0.000 m3/s|流速：0.000 m/s|
时间：18.0s;	dt=1.0s;
ID:MTG_QS_GD01|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD02|流量：6.000 m3/s|流速：2.701 m/s|
ID:MTG_QS_GD03|流量：12.000 m3/s|流速：5.402 m/s|
ID:MTG_QS_GD04|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD05|流量：6.000 m3/s|流速：3.020 m/s|
ID:MTG_QS_GD04a|流量：5.947 m3/s|流速：2.993 m/s|
ID:MTG_QS_GD05a|流量：5.947 m3/s|流速：2.993 m/s|
ID:MTG_QS_GD06|流量：2.965 m3/s|流速：1.492 m/s|
ID:MTG_QS_GD07|流量：2.965 m3/s|流速：1.492 m/s|
ID:MTG_QS_GD08|流量：2.965 m3/s|流速：1.492 m/s|
ID:MTG_QS_GD09|流量：2.965 m3/s|流速：1.492 m/s|
ID:MTG_QS_GD010|流量：5.738 m3/s|流速：2.888 m/s|
ID:MTG_QS_GD011|流量：5.738 m3/s|流速：2.888 m/s|
ID:MTG_HH_GD01|流量：5.738 m3/s|流速：2.583 m/s|
ID:MTG_HH_GD02|流量：5.738 m3/s|流速：2.583 m/s|
